"just today",2,"just","today"
"just took",2,"just","took"
"just twitter",2,"just","twitter"
"just unbeliev",2,"just","unbeliev"
"just use",2,"just","use"
"just wanna",2,"just","wanna"
"just will",2,"just","will"
"just win",2,"just","win"
"just wonder",2,"just","wonder"
"just write",2,"just","write"
"just year",2,"just","year"
"just yet",2,"just","yet"
"justic believ",2,"justic","believ"
"justic issu",2,"justic","issu"
"justin timberlak",2,"justin","timberlak"
"k im",2,"k","im"
"kain horman",2,"kain","horman"
"kasich said",2,"kasich","said"
"katharin hepburn",2,"katharin","hepburn"
"keep afloat",2,"keep","afloat"
"keep blog",2,"keep","blog"
"keep busi",2,"keep","busi"
"keep control",2,"keep","control"
"keep draw",2,"keep","draw"
"keep eat",2,"keep","eat"
"keep entertain",2,"keep","entertain"
"keep get",2,"keep","get"
"keep good",2,"keep","good"
"keep happen",2,"keep","happen"
"keep kid",2,"keep","kid"
"keep king",2,"keep","king"
"keep lid",2,"keep","lid"
"keep littl",2,"keep","littl"
"keep open",2,"keep","open"
"keep order",2,"keep","order"
"keep play",2,"keep","play"
"keep promis",2,"keep","promis"
"keep quiet",2,"keep","quiet"
"keep secret",2,"keep","secret"
"keep send",2,"keep","send"
"keep thing",2,"keep","thing"
"keep use",2,"keep","use"
"keep write",2,"keep","write"
"keepsak will",2,"keepsak","will"
"keisha cole",2,"keisha","cole"
"ken czubay",2,"ken","czubay"
"kendal wright",2,"kendal","wright"
"kennedi center",2,"kennedi","center"
"kennedi said",2,"kennedi","said"
"kennywood west",2,"kennywood","west"
"kentucki derbi",2,"kentucki","derbi"
"kept get",2,"kept","get"
"kept go",2,"kept","go"
"kept smile",2,"kept","smile"
"kept think",2,"kept","think"
"kept tri",2,"kept","tri"
"key cog",2,"key","cog"
"key point",2,"key","point"
"key said",2,"key","said"
"keynot speaker",2,"keynot","speaker"
"kick yard",2,"kick","yard"
"kid busi",2,"kid","busi"
"kid doesnt",2,"kid","doesnt"
"kid excit",2,"kid","excit"
"kid fun",2,"kid","fun"
"kid get",2,"kid","get"
"kid good",2,"kid","good"
"kid jump",2,"kid","jump"
"kid like",2,"kid","like"
"kid make",2,"kid","make"
"kid run",2,"kid","run"
"kid spend",2,"kid","spend"
"kid stay",2,"kid","stay"
"kid well",2,"kid","well"
"kill mani",2,"kill","mani"
"kim said",2,"kim","said"
"kind beat",2,"kind","beat"
"kind film",2,"kind","film"
"kind heart",2,"kind","heart"
"kind know",2,"kind","know"
"kind lost",2,"kind","lost"
"kind mom",2,"kind","mom"
"kind one",2,"kind","one"
"kind peopl",2,"kind","peopl"
"kind person",2,"kind","person"
"kind place",2,"kind","place"
"kind want",2,"kind","want"
"kind wish",2,"kind","wish"
"kinder farm",2,"kinder","farm"
"king go",2,"king","go"
"king jr",2,"king","jr"
"king squar",2,"king","squar"
"kirk nieuwenhui",2,"kirk","nieuwenhui"
"kiss everi",2,"kiss","everi"
"kitchen clean",2,"kitchen","clean"
"kitchen will",2,"kitchen","will"
"knee injuri",2,"knee","injuri"
"knew id",2,"knew","id"
"knew immedi",2,"knew","immedi"
"knew love",2,"knew","love"
"knew need",2,"knew","need"
"knock door",2,"knock","door"
"knock em",2,"knock","em"
"know abl",2,"know","abl"
"know alon",2,"know","alon"
"know anyon",2,"know","anyon"
"know babi",2,"know","babi"
"know back",2,"know","back"
"know believ",2,"know","believ"
"know break",2,"know","break"
"know call",2,"know","call"
"know certain",2,"know","certain"
"know citi",2,"know","citi"
"know come",2,"know","come"
"know didnt",2,"know","didnt"
"know drill",2,"know","drill"
"know els",2,"know","els"
"know employ",2,"know","employ"
"know great",2,"know","great"
"know grow",2,"know","grow"
"know hard",2,"know","hard"
"know havent",2,"know","havent"
"know help",2,"know","help"
"know ill",2,"know","ill"
"know invest",2,"know","invest"
"know kid",2,"know","kid"
"know law",2,"know","law"
"know may",2,"know","may"
"know must",2,"know","must"
"know name",2,"know","name"
"know never",2,"know","never"
"know origin",2,"know","origin"
"know other",2,"know","other"
"know part",2,"know","part"
"know peopl",2,"know","peopl"
"know place",2,"know","place"
"know post",2,"know","post"
"know receiv",2,"know","receiv"
"know said",2,"know","said"
"know seem",2,"know","seem"
"know shes",2,"know","shes"
"know sinc",2,"know","sinc"
"know start",2,"know","start"
"know take",2,"know","take"
"know thank",2,"know","thank"
"know there",2,"know","there"
"know thing",2,"know","thing"
"know thought",2,"know","thought"
"know thousand",2,"know","thousand"
"know tire",2,"know","tire"
"know trust",2,"know","trust"
"know type",2,"know","type"
"know use",2,"know","use"
"know valu",2,"know","valu"
"know wasnt",2,"know","wasnt"
"know whole",2,"know","whole"
"know wish",2,"know","wish"
"know yall",2,"know","yall"
"know youll",2,"know","youll"
"knowledg love",2,"knowledg","love"
"knowledg peopl",2,"knowledg","peopl"
"known person",2,"known","person"
"kool gang",2,"kool","gang"
"kraft paper",2,"kraft","paper"
"krampus legend",2,"krampus","legend"
"kurnyuk school",2,"kurnyuk","school"
"kurt zeller",2,"kurt","zeller"
"l shelton",2,"l","shelton"
"la costa",2,"la","costa"
"la farg",2,"la","farg"
"la princesa",2,"la","princesa"
"la quinta",2,"la","quinta"
"labor depart",2,"labor","depart"
"labor movement",2,"labor","movement"
"labor relat",2,"labor","relat"
"labor union",2,"labor","union"
"lack communic",2,"lack","communic"
"lack ideal",2,"lack","ideal"
"lack intellig",2,"lack","intellig"
"lack power",2,"lack","power"
"ladder golf",2,"ladder","golf"
"ladi act",2,"ladi","act"
"ladi get",2,"ladi","get"
"ladi mount",2,"ladi","mount"
"ladi teeth",2,"ladi","teeth"
"laid bed",2,"laid","bed"
"lake counti",2,"lake","counti"
"lake west",2,"lake","west"
"laker first",2,"laker","first"
"lambiek year",2,"lambiek","year"
"land anoth",2,"land","anoth"
"land brother",2,"land","brother"
"land grant",2,"land","grant"
"land new",2,"land","new"
"land page",2,"land","page"
"land use",2,"land","use"
"landlin phone",2,"landlin","phone"
"larg area",2,"larg","area"
"larg cach",2,"larg","cach"
"larg number",2,"larg","number"
"larg part",2,"larg","part"
"larg parti",2,"larg","parti"
"larg piec",2,"larg","piec"
"larg result",2,"larg","result"
"larg small",2,"larg","small"
"larger paint",2,"larger","paint"
"largest breweri",2,"largest","breweri"
"largest economi",2,"largest","economi"
"last chanc",2,"last","chanc"
"last class",2,"last","class"
"last decemb",2,"last","decemb"
"last five",2,"last","five"
"last friday",2,"last","friday"
"last june",2,"last","june"
"last least",2,"last","least"
"last longer",2,"last","longer"
"last make",2,"last","make"
"last name",2,"last","name"
"last octob",2,"last","octob"
"last person",2,"last","person"
"last second",2,"last","second"
"last sever",2,"last","sever"
"last six",2,"last","six"
"last visit",2,"last","visit"
"last world",2,"last","world"
"late day",2,"late","day"
"late decid",2,"late","decid"
"late friday",2,"late","friday"
"late monday",2,"late","monday"
"late never",2,"late","never"
"late one",2,"late","one"
"late repli",2,"late","repli"
"late thursday",2,"late","thursday"
"late wednesday",2,"late","wednesday"
"later appli",2,"later","appli"
"later broken",2,"later","broken"
"later die",2,"later","die"
"later month",2,"later","month"
"later readi",2,"later","readi"
"later say",2,"later","say"
"later state",2,"later","state"
"later think",2,"later","think"
"later week",2,"later","week"
"later went",2,"later","went"
"later work",2,"later","work"
"latest album",2,"latest","album"
"latest effort",2,"latest","effort"
"latest local",2,"latest","local"
"laugh especi",2,"laugh","especi"
"laugh make",2,"laugh","make"
"laugh us",2,"laugh","us"
"launch day",2,"launch","day"
"law appli",2,"law","appli"
"law call",2,"law","call"
"law cut",2,"law","cut"
"law degre",2,"law","degre"
"law govern",2,"law","govern"
"law often",2,"law","often"
"law pass",2,"law","pass"
"law requir",2,"law","requir"
"law school",2,"law","school"
"law work",2,"law","work"
"lawyer repres",2,"lawyer","repres"
"lawyer said",2,"lawyer","said"
"layoff notic",2,"layoff","notic"
"lbs usual",2,"lbs","usual"
"ldl cholesterol",2,"ldl","cholesterol"
"ldl level",2,"ldl","level"
"le corbeau",2,"le","corbeau"
"lead forward",2,"lead","forward"
"lead game",2,"lead","game"
"lead good",2,"lead","good"
"lead nation",2,"lead","nation"
"lead problem",2,"lead","problem"
"lead two",2,"lead","two"
"leader must",2,"leader","must"
"leadership often",2,"leadership","often"
"leagu championship",2,"leagu","championship"
"leagu major",2,"leagu","major"
"leagu one",2,"leagu","one"
"leagu pate",2,"leagu","pate"
"leagu stray",2,"leagu","stray"
"leapfrog rasmus",2,"leapfrog","rasmus"
"learn curv",2,"learn","curv"
"learn experi",2,"learn","experi"
"learn face",2,"learn","face"
"learn lesson",2,"learn","lesson"
"learn make",2,"learn","make"
"learn past",2,"learn","past"
"learn read",2,"learn","read"
"learn share",2,"learn","share"
"learn techniqu",2,"learn","techniqu"
"learn thing",2,"learn","thing"
"learn time",2,"learn","time"
"learn will",2,"learn","will"
"least amount",2,"least","amount"
"least expect",2,"least","expect"
"least four",2,"least","four"
"least next",2,"least","next"
"least someon",2,"least","someon"
"least three",2,"least","three"
"least time",2,"least","time"
"leav behind",2,"leav","behind"
"leav flower",2,"leav","flower"
"leav go",2,"leav","go"
"leav home",2,"leav","home"
"leav hous",2,"leav","hous"
"leav make",2,"leav","make"
"leav mark",2,"leav","mark"
"leav much",2,"leav","much"
"leav new",2,"leav","new"
"leav reader",2,"leav","reader"
"leav someth",2,"leav","someth"
"leav us",2,"leav","us"
"lebanon left",2,"lebanon","left"
"led holiday",2,"led","holiday"
"led way",2,"led","way"
"led year",2,"led","year"
"leek leav",2,"leek","leav"
"left alon",2,"left","alon"
"left believ",2,"left","believ"
"left clutch",2,"left","clutch"
"left contempl",2,"left","contempl"
"left foot",2,"left","foot"
"left game",2,"left","game"
"left hand",2,"left","hand"
"left home",2,"left","home"
"left impress",2,"left","impress"
"left mani",2,"left","mani"
"left minut",2,"left","minut"
"left now",2,"left","now"
"left offic",2,"left","offic"
"left old",2,"left","old"
"left one",2,"left","one"
"left place",2,"left","place"
"left put",2,"left","put"
"left realli",2,"left","realli"
"left second",2,"left","second"
"left side",2,"left","side"
"left want",2,"left","want"
"leg one",2,"leg","one"
"legal action",2,"legal","action"
"legal battl",2,"legal","battl"
"legal expert",2,"legal","expert"
"legend art",2,"legend","art"
"legisl bodi",2,"legisl","bodi"
"legisl now",2,"legisl","now"
"lego star",2,"lego","star"
"lehigh valley",2,"lehigh","valley"
"leisur travel",2,"leisur","travel"
"lemon curd",2,"lemon","curd"
"lemon juic",2,"lemon","juic"
"len face",2,"len","face"
"length waist",2,"length","waist"
"lenni kravitz",2,"lenni","kravitz"
"less captiv",2,"less","captiv"
"less favor",2,"less","favor"
"less four",2,"less","four"
"less million",2,"less","million"
"less minut",2,"less","minut"
"less now",2,"less","now"
"less percent",2,"less","percent"
"less power",2,"less","power"
"less space",2,"less","space"
"less use",2,"less","use"
"less year",2,"less","year"
"let child",2,"let","child"
"let end",2,"let","end"
"let grow",2,"let","grow"
"let kid",2,"let","kid"
"let loos",2,"let","loos"
"let make",2,"let","make"
"let peopl",2,"let","peopl"
"let sit",2,"let","sit"
"let talk",2,"let","talk"
"let tri",2,"let","tri"
"letter carrier",2,"letter","carrier"
"letter e",2,"letter","e"
"letter reader",2,"letter","reader"
"level hope",2,"level","hope"
"level mgdl",2,"level","mgdl"
"level say",2,"level","say"
"level sinc",2,"level","sinc"
"lewi schaffer",2,"lewi","schaffer"
"liber cathol",2,"liber","cathol"
"liber justic",2,"liber","justic"
"librari book",2,"librari","book"
"librari card",2,"librari","card"
"licens award",2,"licens","award"
"lie around",2,"lie","around"
"lie come",2,"lie","come"
"lie ground",2,"lie","ground"
"life also",2,"life","also"
"life believ",2,"life","believ"
"life christ",2,"life","christ"
"life difficult",2,"life","difficult"
"life end",2,"life","end"
"life full",2,"life","full"
"life happen",2,"life","happen"
"life hope",2,"life","hope"
"life issu",2,"life","issu"
"life just",2,"life","just"
"life know",2,"life","know"
"life left",2,"life","left"
"life lesson",2,"life","lesson"
"life like",2,"life","like"
"life littl",2,"life","littl"
"life love",2,"life","love"
"life manag",2,"life","manag"
"life must",2,"life","must"
"life now",2,"life","now"
"life right",2,"life","right"
"life said",2,"life","said"
"life seem",2,"life","seem"
"life skill",2,"life","skill"
"life stori",2,"life","stori"
"life stuff",2,"life","stuff"
"life style",2,"life","style"
"life support",2,"life","support"
"life that",2,"life","that"
"life want",2,"life","want"
"life will",2,"life","will"
"light austin",2,"light","austin"
"light brown",2,"light","brown"
"light camera",2,"light","camera"
"light can",2,"light","can"
"light hit",2,"light","hit"
"light last",2,"light","last"
"light see",2,"light","see"
"lighthous field",2,"lighthous","field"
"lightn bolt",2,"lightn","bolt"
"like american",2,"like","american"
"like anim",2,"like","anim"
"like ask",2,"like","ask"
"like bad",2,"like","bad"
"like begin",2,"like","begin"
"like better",2,"like","better"
"like betti",2,"like","betti"
"like billi",2,"like","billi"
"like british",2,"like","british"
"like cat",2,"like","cat"
"like catch",2,"like","catch"
"like chang",2,"like","chang"
"like charact",2,"like","charact"
"like children",2,"like","children"
"like clown",2,"like","clown"
"like coffe",2,"like","coffe"
"like colleg",2,"like","colleg"
"like color",2,"like","color"
"like consid",2,"like","consid"
"like current",2,"like","current"
"like daughter",2,"like","daughter"
"like day",2,"like","day"
"like doubl",2,"like","doubl"
"like dude",2,"like","dude"
"like even",2,"like","even"
"like ever",2,"like","ever"
"like everyth",2,"like","everyth"
"like exist",2,"like","exist"
"like feel",2,"like","feel"
"like find",2,"like","find"
"like five",2,"like","five"
"like fool",2,"like","fool"
"like friend",2,"like","friend"
"like gentleman",2,"like","gentleman"
"like give",2,"like","give"
"like happi",2,"like","happi"
"like hey",2,"like","hey"
"like huge",2,"like","huge"
"like idiot",2,"like","idiot"
"like invit",2,"like","invit"
"like knew",2,"like","knew"
"like last",2,"like","last"
"like learn",2,"like","learn"
"like leav",2,"like","leav"
"like life",2,"like","life"
"like live",2,"like","live"
"like long",2,"like","long"
"like love",2,"like","love"
"like mine",2,"like","mine"
"like miniatur",2,"like","miniatur"
"like miss",2,"like","miss"
"like mother",2,"like","mother"
"like noth",2,"like","noth"
"like now",2,"like","now"
"like often",2,"like","often"
"like perfect",2,"like","perfect"
"like pick",2,"like","pick"
"like pipe",2,"like","pipe"
"like pretti",2,"like","pretti"
"like princ",2,"like","princ"
"like process",2,"like","process"
"like pull",2,"like","pull"
"like rachel",2,"like","rachel"
"like real",2,"like","real"
"like return",2,"like","return"
"like round",2,"like","round"
"like rt",2,"like","rt"
"like run",2,"like","run"
"like school",2,"like","school"
"like share",2,"like","share"
"like show",2,"like","show"
"like similar",2,"like","similar"
"like sinc",2,"like","sinc"
"like sit",2,"like","sit"
"like son",2,"like","son"
"like spell",2,"like","spell"
"like stalk",2,"like","stalk"
"like step",2,"like","step"
"like style",2,"like","style"
"like summer",2,"like","summer"
"like that",2,"like","that"
"like theyr",2,"like","theyr"
"like thing",2,"like","thing"
"like throw",2,"like","throw"
"like today",2,"like","today"
"like tom",2,"like","tom"
"like tri",2,"like","tri"
